algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,200
rsa-3072,keygen-wall-median-ns,95357639.0
rsa-3072,keygen-wall-mean-ns,120265070.2
rsa-3072,keygen-wall-std-ns,74883737.3
rsa-3072,keygen-wall-p95-ns,267126702.0
rsa-3072,keygen-wall-p99-ns,341373563.0
rsa-3072,keygen-wall-ci95lo-ns,109886713.7
rsa-3072,keygen-wall-ci95hi-ns,130643426.7
rsa-3072,keygen-cyc-median,256321248.0
rsa-3072,keygen-cyc-mean,323272407.1
rsa-3072,keygen-persec,10.5
rsa-3072,pss-sign-iters,2000
rsa-3072,pss-sign-wall-median-ns,1326716.0
rsa-3072,pss-sign-wall-mean-ns,1339295.0
rsa-3072,pss-sign-wall-std-ns,66238.4
rsa-3072,pss-sign-wall-p95-ns,1337560.0
rsa-3072,pss-sign-wall-p99-ns,1707085.0
rsa-3072,pss-sign-wall-ci95lo-ns,1336392.0
rsa-3072,pss-sign-wall-ci95hi-ns,1342198.0
rsa-3072,pss-sign-cyc-median,3566146.0
rsa-3072,pss-sign-cyc-mean,3599949.5
rsa-3072,pss-sign-persec,753.7
rsa-3072,pss-verify-iters,2000
rsa-3072,pss-verify-wall-median-ns,29081.0
rsa-3072,pss-verify-wall-mean-ns,29140.4
rsa-3072,pss-verify-wall-std-ns,654.1
rsa-3072,pss-verify-wall-p95-ns,29293.0
rsa-3072,pss-verify-wall-p99-ns,30332.0
rsa-3072,pss-verify-wall-ci95lo-ns,29111.8
rsa-3072,pss-verify-wall-ci95hi-ns,29169.1
rsa-3072,pss-verify-cyc-median,78116.0
rsa-3072,pss-verify-cyc-mean,78273.9
rsa-3072,pss-verify-persec,34386.7
rsa-3072,oaep-encrypt-iters,2000
rsa-3072,oaep-encrypt-wall-median-ns,29619.0
rsa-3072,oaep-encrypt-wall-mean-ns,29669.1
rsa-3072,oaep-encrypt-wall-std-ns,369.5
rsa-3072,oaep-encrypt-wall-p95-ns,29823.0
rsa-3072,oaep-encrypt-wall-p99-ns,30848.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,29652.9
rsa-3072,oaep-encrypt-wall-ci95hi-ns,29685.2
rsa-3072,oaep-encrypt-cyc-median,79554.0
rsa-3072,oaep-encrypt-cyc-mean,79689.4
rsa-3072,oaep-encrypt-persec,33762.1
rsa-3072,oaep-decrypt-iters,2000
rsa-3072,oaep-decrypt-wall-median-ns,1328335.0
rsa-3072,oaep-decrypt-wall-mean-ns,1340700.4
rsa-3072,oaep-decrypt-wall-std-ns,66154.2
rsa-3072,oaep-decrypt-wall-p95-ns,1338077.0
rsa-3072,oaep-decrypt-wall-p99-ns,1708046.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,1337801.1
rsa-3072,oaep-decrypt-wall-ci95hi-ns,1343599.8
rsa-3072,oaep-decrypt-cyc-median,3570502.0
rsa-3072,oaep-decrypt-cyc-mean,3603736.0
rsa-3072,oaep-decrypt-persec,752.8
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,200
ecdsa-P-256,keygen-wall-median-ns,25070.0
ecdsa-P-256,keygen-wall-mean-ns,23277.7
ecdsa-P-256,keygen-wall-std-ns,5743.7
ecdsa-P-256,keygen-wall-p95-ns,27881.0
ecdsa-P-256,keygen-wall-p99-ns,35018.0
ecdsa-P-256,keygen-wall-ci95lo-ns,22481.7
ecdsa-P-256,keygen-wall-ci95hi-ns,24073.8
ecdsa-P-256,keygen-cyc-median,67122.0
ecdsa-P-256,keygen-cyc-mean,62333.8
ecdsa-P-256,keygen-persec,39888.3
ecdsa-P-256,sign-iters,2000
ecdsa-P-256,sign-wall-median-ns,16730.0
