algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,1395638110.0
rsa-3072,keygen-wall-mean-ns,1598512177.9
rsa-3072,keygen-wall-std-ns,988688260.6
rsa-3072,keygen-wall-p95-ns,3538428720.0
rsa-3072,keygen-wall-p99-ns,4636624646.0
rsa-3072,keygen-wall-ci95lo-ns,1537232644.6
rsa-3072,keygen-wall-ci95hi-ns,1659791711.1
rsa-3072,keygen-cyc-median,75364450.0
rsa-3072,keygen-cyc-mean,86319648.8
rsa-3072,keygen-persec,0.7
rsa-3072,pss-sign-iters,2000
rsa-3072,pss-sign-wall-median-ns,18243111.0
rsa-3072,pss-sign-wall-mean-ns,18351205.4
rsa-3072,pss-sign-wall-std-ns,589490.5
rsa-3072,pss-sign-wall-p95-ns,18270018.0
rsa-3072,pss-sign-wall-p99-ns,21632445.0
rsa-3072,pss-sign-wall-ci95lo-ns,18325369.8
rsa-3072,pss-sign-wall-ci95hi-ns,18377040.9
rsa-3072,pss-sign-cyc-median,985120.0
rsa-3072,pss-sign-cyc-mean,990956.5
rsa-3072,pss-sign-persec,54.8
rsa-3072,pss-verify-iters,2000
rsa-3072,pss-verify-wall-median-ns,334740.0
rsa-3072,pss-verify-wall-mean-ns,335608.3
rsa-3072,pss-verify-wall-std-ns,2896.4
rsa-3072,pss-verify-wall-p95-ns,343871.0
rsa-3072,pss-verify-wall-p99-ns,344926.0
rsa-3072,pss-verify-wall-ci95lo-ns,335481.3
rsa-3072,pss-verify-wall-ci95hi-ns,335735.2
rsa-3072,pss-verify-cyc-median,18071.0
rsa-3072,pss-verify-cyc-mean,18118.1
rsa-3072,pss-verify-persec,2987.4
rsa-3072,oaep-encrypt-iters,2000
rsa-3072,oaep-encrypt-wall-median-ns,346981.0
rsa-3072,oaep-encrypt-wall-mean-ns,347951.7
rsa-3072,oaep-encrypt-wall-std-ns,2705.2
rsa-3072,oaep-encrypt-wall-p95-ns,356037.0
rsa-3072,oaep-encrypt-wall-p99-ns,356814.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,347833.1
rsa-3072,oaep-encrypt-wall-ci95hi-ns,348070.3
rsa-3072,oaep-encrypt-cyc-median,18731.0
rsa-3072,oaep-encrypt-cyc-mean,18783.3
rsa-3072,oaep-encrypt-persec,2882.0
rsa-3072,oaep-decrypt-iters,2000
rsa-3072,oaep-decrypt-wall-median-ns,18257074.0
rsa-3072,oaep-decrypt-wall-mean-ns,18365035.3
rsa-3072,oaep-decrypt-wall-std-ns,589274.0
rsa-3072,oaep-decrypt-wall-p95-ns,18284371.0
rsa-3072,oaep-decrypt-wall-p99-ns,21647537.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,18339209.2
rsa-3072,oaep-decrypt-wall-ci95hi-ns,18390861.4
rsa-3072,oaep-decrypt-cyc-median,985876.0
rsa-3072,oaep-decrypt-cyc-mean,991704.4
rsa-3072,oaep-decrypt-persec,54.8
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,93611.0
ecdsa-P-256,keygen-wall-mean-ns,94012.5
ecdsa-P-256,keygen-wall-std-ns,2868.7
ecdsa-P-256,keygen-wall-p95-ns,94278.0
ecdsa-P-256,keygen-wall-p99-ns,105037.0
ecdsa-P-256,keygen-wall-ci95lo-ns,93834.7
ecdsa-P-256,keygen-wall-ci95hi-ns,94190.3
ecdsa-P-256,keygen-cyc-median,5046.0
ecdsa-P-256,keygen-cyc-mean,5068.3
ecdsa-P-256,keygen-persec,10682.5
ecdsa-P-256,sign-iters,2000
ecdsa-P-256,sign-wall-median-ns,118833.0
ecdsa-P-256,sign-wall-mean-ns,119190.5
ecdsa-P-256,sign-wall-std-ns,1904.6
ecdsa-P-256,sign-wall-p95-ns,119759.0
ecdsa-P-256,sign-wall-p99-ns,129315.0
ecdsa-P-256,sign-wall-ci95lo-ns,119107.0
ecdsa-P-256,sign-wall-ci95hi-ns,119273.9
ecdsa-P-256,sign-cyc-median,6409.0
ecdsa-P-256,sign-cyc-mean,6427.8
ecdsa-P-256,sign-persec,8415.2
ecdsa-P-256,verify-iters,2000
ecdsa-P-256,verify-wall-median-ns,346148.0
ecdsa-P-256,verify-wall-mean-ns,347198.9
ecdsa-P-256,verify-wall-std-ns,3210.4
ecdsa-P-256,verify-wall-p95-ns,355852.0
ecdsa-P-256,verify-wall-p99-ns,356796.0
ecdsa-P-256,verify-wall-ci95lo-ns,347058.2
ecdsa-P-256,verify-wall-ci95hi-ns,347339.6
ecdsa-P-256,verify-cyc-median,18685.0
ecdsa-P-256,verify-cyc-mean,18741.2
ecdsa-P-256,verify-persec,2888.9
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,4019389.0
ecdsa-P-384,keygen-wall-mean-ns,4032931.4
ecdsa-P-384,keygen-wall-std-ns,70788.4
ecdsa-P-384,keygen-wall-p95-ns,4040297.0
ecdsa-P-384,keygen-wall-p99-ns,4449055.0
ecdsa-P-384,keygen-wall-ci95lo-ns,4028543.9
ecdsa-P-384,keygen-wall-ci95hi-ns,4037319.0
ecdsa-P-384,keygen-cyc-median,217039.0
ecdsa-P-384,keygen-cyc-mean,217770.0
ecdsa-P-384,keygen-persec,248.8
ecdsa-P-384,sign-iters,2000
ecdsa-P-384,sign-wall-median-ns,4182666.0
ecdsa-P-384,sign-wall-mean-ns,4189311.2
ecdsa-P-384,sign-wall-std-ns,43121.8
ecdsa-P-384,sign-wall-p95-ns,4194296.0
ecdsa-P-384,sign-wall-p99-ns,4342944.0
ecdsa-P-384,sign-wall-ci95lo-ns,4187421.3
ecdsa-P-384,sign-wall-ci95hi-ns,4191201.1
ecdsa-P-384,sign-cyc-median,225854.0
ecdsa-P-384,sign-cyc-mean,226212.8
ecdsa-P-384,sign-persec,239.1
ecdsa-P-384,verify-iters,2000
ecdsa-P-384,verify-wall-median-ns,3302907.0
ecdsa-P-384,verify-wall-mean-ns,3304542.4
ecdsa-P-384,verify-wall-std-ns,17457.9
ecdsa-P-384,verify-wall-p95-ns,3316352.0
ecdsa-P-384,verify-wall-p99-ns,3409000.0
ecdsa-P-384,verify-wall-ci95lo-ns,3303777.3
ecdsa-P-384,verify-wall-ci95hi-ns,3305307.5
ecdsa-P-384,verify-cyc-median,178348.0
ecdsa-P-384,verify-cyc-mean,178435.7
ecdsa-P-384,verify-persec,302.8
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,10410315.0
ecdsa-P-521,keygen-wall-mean-ns,10415666.7
ecdsa-P-521,keygen-wall-std-ns,20795.3
ecdsa-P-521,keygen-wall-p95-ns,10465407.0
ecdsa-P-521,keygen-wall-p99-ns,10492889.0
ecdsa-P-521,keygen-wall-ci95lo-ns,10414377.8
ecdsa-P-521,keygen-wall-ci95hi-ns,10416955.6
ecdsa-P-521,keygen-cyc-median,562150.0
ecdsa-P-521,keygen-cyc-mean,562438.0
ecdsa-P-521,keygen-persec,96.1
ecdsa-P-521,sign-iters,2000
ecdsa-P-521,sign-wall-median-ns,11013722.0
ecdsa-P-521,sign-wall-mean-ns,11014586.2
ecdsa-P-521,sign-wall-std-ns,7256.5
ecdsa-P-521,sign-wall-p95-ns,11027167.0
ecdsa-P-521,sign-wall-p99-ns,11037778.0
ecdsa-P-521,sign-wall-ci95lo-ns,11014268.2
ecdsa-P-521,sign-wall-ci95hi-ns,11014904.3
ecdsa-P-521,sign-cyc-median,594732.0
ecdsa-P-521,sign-cyc-mean,594778.3
ecdsa-P-521,sign-persec,90.8
ecdsa-P-521,verify-iters,2000
ecdsa-P-521,verify-wall-median-ns,8300888.0
ecdsa-P-521,verify-wall-mean-ns,8304857.5
ecdsa-P-521,verify-wall-std-ns,14814.9
ecdsa-P-521,verify-wall-p95-ns,8335056.0
ecdsa-P-521,verify-wall-p99-ns,8369759.0
ecdsa-P-521,verify-wall-ci95lo-ns,8304208.2
ecdsa-P-521,verify-wall-ci95hi-ns,8305506.8
ecdsa-P-521,verify-cyc-median,448237.0
ecdsa-P-521,verify-cyc-mean,448452.5
ecdsa-P-521,verify-persec,120.5
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,92871.0
ecdh-P-256,keygen-wall-mean-ns,93542.7
ecdh-P-256,keygen-wall-std-ns,5559.7
ecdh-P-256,keygen-wall-p95-ns,93982.0
ecdh-P-256,keygen-wall-p99-ns,106741.0
ecdh-P-256,keygen-wall-ci95lo-ns,93198.1
ecdh-P-256,keygen-wall-ci95hi-ns,93887.3
ecdh-P-256,keygen-cyc-median,5008.0
ecdh-P-256,keygen-cyc-mean,5043.7
ecdh-P-256,keygen-persec,10767.6
ecdh-P-256,derive-iters,2000
ecdh-P-256,derive-wall-median-ns,262537.0
ecdh-P-256,derive-wall-mean-ns,265831.5
ecdh-P-256,derive-wall-std-ns,16365.5
ecdh-P-256,derive-wall-p95-ns,271834.0
ecdh-P-256,derive-wall-p99-ns,347963.0
ecdh-P-256,derive-wall-ci95lo-ns,265114.3
ecdh-P-256,derive-wall-ci95hi-ns,266548.8
ecdh-P-256,derive-cyc-median,14173.0
ecdh-P-256,derive-cyc-mean,14350.4
ecdh-P-256,derive-persec,3809.0
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,4020981.0
ecdh-P-384,keygen-wall-mean-ns,4034934.8
ecdh-P-384,keygen-wall-std-ns,62940.4
ecdh-P-384,keygen-wall-p95-ns,4075667.0
ecdh-P-384,keygen-wall-p99-ns,4341851.0
ecdh-P-384,keygen-wall-ci95lo-ns,4031033.7
ecdh-P-384,keygen-wall-ci95hi-ns,4038835.9
ecdh-P-384,keygen-cyc-median,217125.0
ecdh-P-384,keygen-cyc-mean,217878.2
ecdh-P-384,keygen-persec,248.7
ecdh-P-384,derive-iters,2000
ecdh-P-384,derive-wall-median-ns,3944333.0
ecdh-P-384,derive-wall-mean-ns,3955769.0
ecdh-P-384,derive-wall-std-ns,65268.3
ecdh-P-384,derive-wall-p95-ns,3956630.0
ecdh-P-384,derive-wall-p99-ns,4369019.0
