algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,1292160406.0
rsa-3072,keygen-wall-mean-ns,1534621134.2
rsa-3072,keygen-wall-std-ns,1002150201.8
rsa-3072,keygen-wall-p95-ns,3613013387.0
rsa-3072,keygen-wall-p99-ns,4802268034.0
rsa-3072,keygen-wall-ci95lo-ns,1472507221.2
rsa-3072,keygen-wall-ci95hi-ns,1596735047.3
rsa-3072,keygen-cyc-median,69776653.0
rsa-3072,keygen-cyc-mean,82869532.6
rsa-3072,keygen-persec,0.8
rsa-3072,pss-sign-iters,2000
rsa-3072,pss-sign-wall-median-ns,18330722.0
rsa-3072,pss-sign-wall-mean-ns,18438350.2
rsa-3072,pss-sign-wall-std-ns,588700.9
rsa-3072,pss-sign-wall-p95-ns,18356593.0
rsa-3072,pss-sign-wall-p99-ns,21720704.0
rsa-3072,pss-sign-wall-ci95lo-ns,18412549.3
rsa-3072,pss-sign-wall-ci95hi-ns,18464151.2
rsa-3072,pss-sign-cyc-median,989850.0
rsa-3072,pss-sign-cyc-mean,995661.8
rsa-3072,pss-sign-persec,54.6
rsa-3072,pss-verify-iters,2000
rsa-3072,pss-verify-wall-median-ns,334722.0
rsa-3072,pss-verify-wall-mean-ns,335588.9
rsa-3072,pss-verify-wall-std-ns,2834.0
rsa-3072,pss-verify-wall-p95-ns,344000.0
rsa-3072,pss-verify-wall-p99-ns,344870.0
rsa-3072,pss-verify-wall-ci95lo-ns,335464.6
rsa-3072,pss-verify-wall-ci95hi-ns,335713.1
rsa-3072,pss-verify-cyc-median,18070.0
rsa-3072,pss-verify-cyc-mean,18117.1
rsa-3072,pss-verify-persec,2987.6
rsa-3072,oaep-encrypt-iters,2000
rsa-3072,oaep-encrypt-wall-median-ns,346963.0
rsa-3072,oaep-encrypt-wall-mean-ns,347971.8
rsa-3072,oaep-encrypt-wall-std-ns,2947.0
rsa-3072,oaep-encrypt-wall-p95-ns,356167.0
rsa-3072,oaep-encrypt-wall-p99-ns,356907.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,347842.6
rsa-3072,oaep-encrypt-wall-ci95hi-ns,348100.9
rsa-3072,oaep-encrypt-cyc-median,18730.0
rsa-3072,oaep-encrypt-cyc-mean,18784.1
rsa-3072,oaep-encrypt-persec,2882.2
rsa-3072,oaep-decrypt-iters,2000
rsa-3072,oaep-decrypt-wall-median-ns,18253796.0
rsa-3072,oaep-decrypt-wall-mean-ns,18362094.5
rsa-3072,oaep-decrypt-wall-std-ns,591098.6
rsa-3072,oaep-decrypt-wall-p95-ns,18285834.0
rsa-3072,oaep-decrypt-wall-p99-ns,21656760.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,18336188.5
rsa-3072,oaep-decrypt-wall-ci95hi-ns,18388000.6
rsa-3072,oaep-decrypt-cyc-median,985698.0
rsa-3072,oaep-decrypt-cyc-mean,991545.5
rsa-3072,oaep-decrypt-persec,54.8
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,92945.0
ecdsa-P-256,keygen-wall-mean-ns,93367.1
ecdsa-P-256,keygen-wall-std-ns,3099.3
ecdsa-P-256,keygen-wall-p95-ns,93500.0
ecdsa-P-256,keygen-wall-p99-ns,105130.0
ecdsa-P-256,keygen-wall-ci95lo-ns,93175.0
ecdsa-P-256,keygen-wall-ci95hi-ns,93559.1
ecdsa-P-256,keygen-cyc-median,5012.0
ecdsa-P-256,keygen-cyc-mean,5034.6
ecdsa-P-256,keygen-persec,10759.1
ecdsa-P-256,sign-iters,2000
ecdsa-P-256,sign-wall-median-ns,118333.0
ecdsa-P-256,sign-wall-mean-ns,120446.2
ecdsa-P-256,sign-wall-std-ns,12974.1
ecdsa-P-256,sign-wall-p95-ns,123185.0
ecdsa-P-256,sign-wall-p99-ns,183444.0
ecdsa-P-256,sign-wall-ci95lo-ns,119877.6
ecdsa-P-256,sign-wall-ci95hi-ns,121014.8
ecdsa-P-256,sign-cyc-median,6382.0
ecdsa-P-256,sign-cyc-mean,6495.9
ecdsa-P-256,sign-persec,8450.7
ecdsa-P-256,verify-iters,2000
ecdsa-P-256,verify-wall-median-ns,345963.0
ecdsa-P-256,verify-wall-mean-ns,347296.9
ecdsa-P-256,verify-wall-std-ns,8323.8
ecdsa-P-256,verify-wall-p95-ns,355815.0
ecdsa-P-256,verify-wall-p99-ns,356870.0
ecdsa-P-256,verify-wall-ci95lo-ns,346932.1
ecdsa-P-256,verify-wall-ci95hi-ns,347661.7
ecdsa-P-256,verify-cyc-median,18675.0
ecdsa-P-256,verify-cyc-mean,18747.2
ecdsa-P-256,verify-persec,2890.5
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,4018723.0
ecdsa-P-384,keygen-wall-mean-ns,4035715.2
ecdsa-P-384,keygen-wall-std-ns,74857.9
ecdsa-P-384,keygen-wall-p95-ns,4129500.0
ecdsa-P-384,keygen-wall-p99-ns,4479167.0
ecdsa-P-384,keygen-wall-ci95lo-ns,4031075.5
ecdsa-P-384,keygen-wall-ci95hi-ns,4040354.9
ecdsa-P-384,keygen-cyc-median,217003.0
ecdsa-P-384,keygen-cyc-mean,217920.4
ecdsa-P-384,keygen-persec,248.8
ecdsa-P-384,sign-iters,2000
ecdsa-P-384,sign-wall-median-ns,4182352.0
ecdsa-P-384,sign-wall-mean-ns,4196306.9
ecdsa-P-384,sign-wall-std-ns,68009.1
ecdsa-P-384,sign-wall-p95-ns,4259797.0
ecdsa-P-384,sign-wall-p99-ns,4601037.0
ecdsa-P-384,sign-wall-ci95lo-ns,4193326.3
ecdsa-P-384,sign-wall-ci95hi-ns,4199287.5
ecdsa-P-384,sign-cyc-median,225838.0
ecdsa-P-384,sign-cyc-mean,226591.6
ecdsa-P-384,sign-persec,239.1
ecdsa-P-384,verify-iters,2000
ecdsa-P-384,verify-wall-median-ns,3303260.0
ecdsa-P-384,verify-wall-mean-ns,3313856.3
ecdsa-P-384,verify-wall-std-ns,62834.3
ecdsa-P-384,verify-wall-p95-ns,3338277.0
ecdsa-P-384,verify-wall-p99-ns,3703574.0
ecdsa-P-384,verify-wall-ci95lo-ns,3311102.5
ecdsa-P-384,verify-wall-ci95hi-ns,3316610.2
ecdsa-P-384,verify-cyc-median,178367.0
ecdsa-P-384,verify-cyc-mean,178939.0
ecdsa-P-384,verify-persec,302.7
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,10425796.0
ecdsa-P-521,keygen-wall-mean-ns,10429799.0
ecdsa-P-521,keygen-wall-std-ns,19780.1
ecdsa-P-521,keygen-wall-p95-ns,10466870.0
ecdsa-P-521,keygen-wall-p99-ns,10487481.0
ecdsa-P-521,keygen-wall-ci95lo-ns,10428573.0
ecdsa-P-521,keygen-wall-ci95hi-ns,10431025.0
ecdsa-P-521,keygen-cyc-median,562986.0
ecdsa-P-521,keygen-cyc-mean,563201.4
ecdsa-P-521,keygen-persec,95.9
ecdsa-P-521,sign-iters,2000
ecdsa-P-521,sign-wall-median-ns,11010018.0
ecdsa-P-521,sign-wall-mean-ns,11010740.1
ecdsa-P-521,sign-wall-std-ns,9638.8
ecdsa-P-521,sign-wall-p95-ns,11021463.0
ecdsa-P-521,sign-wall-p99-ns,11038722.0
ecdsa-P-521,sign-wall-ci95lo-ns,11010317.7
ecdsa-P-521,sign-wall-ci95hi-ns,11011162.6
ecdsa-P-521,sign-cyc-median,594534.0
ecdsa-P-521,sign-cyc-mean,594571.5
ecdsa-P-521,sign-persec,90.8
ecdsa-P-521,verify-iters,2000
ecdsa-P-521,verify-wall-median-ns,8278148.0
ecdsa-P-521,verify-wall-mean-ns,8277228.8
ecdsa-P-521,verify-wall-std-ns,9186.3
ecdsa-P-521,verify-wall-p95-ns,8289796.0
ecdsa-P-521,verify-wall-p99-ns,8304500.0
ecdsa-P-521,verify-wall-ci95lo-ns,8276826.2
ecdsa-P-521,verify-wall-ci95hi-ns,8277631.4
ecdsa-P-521,verify-cyc-median,447010.0
ecdsa-P-521,verify-cyc-mean,446960.3
ecdsa-P-521,verify-persec,120.8
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,93148.0
ecdh-P-256,keygen-wall-mean-ns,93549.7
ecdh-P-256,keygen-wall-std-ns,2879.8
ecdh-P-256,keygen-wall-p95-ns,93981.0
ecdh-P-256,keygen-wall-p99-ns,104777.0
ecdh-P-256,keygen-wall-ci95lo-ns,93371.2
ecdh-P-256,keygen-wall-ci95hi-ns,93728.2
ecdh-P-256,keygen-cyc-median,5021.0
ecdh-P-256,keygen-cyc-mean,5043.2
ecdh-P-256,keygen-persec,10735.6
ecdh-P-256,derive-iters,2000
ecdh-P-256,derive-wall-median-ns,262703.0
ecdh-P-256,derive-wall-mean-ns,265961.5
ecdh-P-256,derive-wall-std-ns,16646.4
ecdh-P-256,derive-wall-p95-ns,271722.0
ecdh-P-256,derive-wall-p99-ns,349982.0
ecdh-P-256,derive-wall-ci95lo-ns,265232.0
ecdh-P-256,derive-wall-ci95hi-ns,266691.1
ecdh-P-256,derive-cyc-median,14180.0
ecdh-P-256,derive-cyc-mean,14356.3
ecdh-P-256,derive-persec,3806.6
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,4022796.0
ecdh-P-384,keygen-wall-mean-ns,4039731.3
ecdh-P-384,keygen-wall-std-ns,63241.0
ecdh-P-384,keygen-wall-p95-ns,4084537.0
ecdh-P-384,keygen-wall-p99-ns,4348703.0
ecdh-P-384,keygen-wall-ci95lo-ns,4035811.6
ecdh-P-384,keygen-wall-ci95hi-ns,4043651.0
ecdh-P-384,keygen-cyc-median,217223.0
ecdh-P-384,keygen-cyc-mean,218137.6
ecdh-P-384,keygen-persec,248.6
ecdh-P-384,derive-iters,2000
ecdh-P-384,derive-wall-median-ns,3976889.0
ecdh-P-384,derive-wall-mean-ns,3994617.0
ecdh-P-384,derive-wall-std-ns,68596.4
ecdh-P-384,derive-wall-p95-ns,4039352.0
ecdh-P-384,derive-wall-p99-ns,4298426.0
