algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,1258590037.0
rsa-3072,keygen-wall-mean-ns,1494898092.7
rsa-3072,keygen-wall-std-ns,956631463.4
rsa-3072,keygen-wall-p95-ns,3485149146.0
rsa-3072,keygen-wall-p99-ns,4534565793.0
rsa-3072,keygen-wall-ci95lo-ns,1435605460.3
rsa-3072,keygen-wall-ci95hi-ns,1554190725.1
rsa-3072,keygen-cyc-median,67963854.0
rsa-3072,keygen-cyc-mean,80724488.1
rsa-3072,keygen-persec,0.8
rsa-3072,pss-sign-iters,2000
rsa-3072,pss-sign-wall-median-ns,18241722.0
rsa-3072,pss-sign-wall-mean-ns,18351775.1
rsa-3072,pss-sign-wall-std-ns,587252.4
rsa-3072,pss-sign-wall-p95-ns,18312278.0
rsa-3072,pss-sign-wall-p99-ns,21621351.0
rsa-3072,pss-sign-wall-ci95lo-ns,18326037.7
rsa-3072,pss-sign-wall-ci95hi-ns,18377512.6
rsa-3072,pss-sign-cyc-median,985045.0
rsa-3072,pss-sign-cyc-mean,990987.9
rsa-3072,pss-sign-persec,54.8
rsa-3072,pss-verify-iters,2000
rsa-3072,pss-verify-wall-median-ns,334722.0
rsa-3072,pss-verify-wall-mean-ns,335562.9
rsa-3072,pss-verify-wall-std-ns,2681.5
rsa-3072,pss-verify-wall-p95-ns,343981.0
rsa-3072,pss-verify-wall-p99-ns,344815.0
rsa-3072,pss-verify-wall-ci95lo-ns,335445.4
rsa-3072,pss-verify-wall-ci95hi-ns,335680.4
rsa-3072,pss-verify-cyc-median,18071.0
rsa-3072,pss-verify-cyc-mean,18115.8
rsa-3072,pss-verify-persec,2987.6
rsa-3072,oaep-encrypt-iters,2000
rsa-3072,oaep-encrypt-wall-median-ns,347018.0
rsa-3072,oaep-encrypt-wall-mean-ns,348066.4
rsa-3072,oaep-encrypt-wall-std-ns,3640.1
rsa-3072,oaep-encrypt-wall-p95-ns,356185.0
rsa-3072,oaep-encrypt-wall-p99-ns,357000.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,347906.8
rsa-3072,oaep-encrypt-wall-ci95hi-ns,348225.9
rsa-3072,oaep-encrypt-cyc-median,18733.0
rsa-3072,oaep-encrypt-cyc-mean,18789.5
rsa-3072,oaep-encrypt-persec,2881.7
rsa-3072,oaep-decrypt-iters,2000
rsa-3072,oaep-decrypt-wall-median-ns,18273963.0
rsa-3072,oaep-decrypt-wall-mean-ns,18385582.6
rsa-3072,oaep-decrypt-wall-std-ns,597758.0
rsa-3072,oaep-decrypt-wall-p95-ns,18349037.0
rsa-3072,oaep-decrypt-wall-p99-ns,21715870.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,18359384.7
rsa-3072,oaep-decrypt-wall-ci95hi-ns,18411780.5
rsa-3072,oaep-decrypt-cyc-median,986786.0
rsa-3072,oaep-decrypt-cyc-mean,992814.2
rsa-3072,oaep-decrypt-persec,54.7
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,93111.0
ecdsa-P-256,keygen-wall-mean-ns,93593.1
ecdsa-P-256,keygen-wall-std-ns,3614.9
ecdsa-P-256,keygen-wall-p95-ns,93981.0
ecdsa-P-256,keygen-wall-p99-ns,104888.0
ecdsa-P-256,keygen-wall-ci95lo-ns,93369.0
ecdsa-P-256,keygen-wall-ci95hi-ns,93817.1
ecdsa-P-256,keygen-cyc-median,5019.0
ecdsa-P-256,keygen-cyc-mean,5045.5
ecdsa-P-256,keygen-persec,10739.9
ecdsa-P-256,sign-iters,2000
ecdsa-P-256,sign-wall-median-ns,118371.0
ecdsa-P-256,sign-wall-mean-ns,118885.9
ecdsa-P-256,sign-wall-std-ns,4080.0
ecdsa-P-256,sign-wall-p95-ns,119426.0
ecdsa-P-256,sign-wall-p99-ns,129074.0
ecdsa-P-256,sign-wall-ci95lo-ns,118707.1
ecdsa-P-256,sign-wall-ci95hi-ns,119064.7
ecdsa-P-256,sign-cyc-median,6384.0
ecdsa-P-256,sign-cyc-mean,6411.4
ecdsa-P-256,sign-persec,8448.0
ecdsa-P-256,verify-iters,2000
ecdsa-P-256,verify-wall-median-ns,345963.0
ecdsa-P-256,verify-wall-mean-ns,349957.6
ecdsa-P-256,verify-wall-std-ns,18476.4
ecdsa-P-256,verify-wall-p95-ns,356574.0
ecdsa-P-256,verify-wall-p99-ns,435500.0
ecdsa-P-256,verify-wall-ci95lo-ns,349147.9
ecdsa-P-256,verify-wall-ci95hi-ns,350767.4
ecdsa-P-256,verify-cyc-median,18674.0
ecdsa-P-256,verify-cyc-mean,18889.8
ecdsa-P-256,verify-persec,2890.5
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,4026426.0
ecdsa-P-384,keygen-wall-mean-ns,4045206.1
ecdsa-P-384,keygen-wall-std-ns,73180.4
ecdsa-P-384,keygen-wall-p95-ns,4101111.0
ecdsa-P-384,keygen-wall-p99-ns,4429222.0
ecdsa-P-384,keygen-wall-ci95lo-ns,4040670.3
ecdsa-P-384,keygen-wall-ci95hi-ns,4049741.9
ecdsa-P-384,keygen-cyc-median,217419.0
ecdsa-P-384,keygen-cyc-mean,218432.7
ecdsa-P-384,keygen-persec,248.4
ecdsa-P-384,sign-iters,2000
ecdsa-P-384,sign-wall-median-ns,4183000.0
ecdsa-P-384,sign-wall-mean-ns,4184529.5
ecdsa-P-384,sign-wall-std-ns,12353.1
ecdsa-P-384,sign-wall-p95-ns,4190814.0
ecdsa-P-384,sign-wall-p99-ns,4211185.0
ecdsa-P-384,sign-wall-ci95lo-ns,4183988.1
ecdsa-P-384,sign-wall-ci95hi-ns,4185070.9
ecdsa-P-384,sign-cyc-median,225872.0
ecdsa-P-384,sign-cyc-mean,225955.2
ecdsa-P-384,sign-persec,239.1
ecdsa-P-384,verify-iters,2000
ecdsa-P-384,verify-wall-median-ns,3308463.0
ecdsa-P-384,verify-wall-mean-ns,3307870.1
ecdsa-P-384,verify-wall-std-ns,9826.8
ecdsa-P-384,verify-wall-p95-ns,3319203.0
ecdsa-P-384,verify-wall-p99-ns,3328593.0
ecdsa-P-384,verify-wall-ci95lo-ns,3307439.5
ecdsa-P-384,verify-wall-ci95hi-ns,3308300.8
ecdsa-P-384,verify-cyc-median,178648.0
ecdsa-P-384,verify-cyc-mean,178616.6
ecdsa-P-384,verify-persec,302.3
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,10410518.0
ecdsa-P-521,keygen-wall-mean-ns,10421914.2
ecdsa-P-521,keygen-wall-std-ns,81764.5
ecdsa-P-521,keygen-wall-p95-ns,10449981.0
ecdsa-P-521,keygen-wall-p99-ns,10609148.0
ecdsa-P-521,keygen-wall-ci95lo-ns,10416846.3
ecdsa-P-521,keygen-wall-ci95hi-ns,10426982.0
ecdsa-P-521,keygen-cyc-median,562160.0
ecdsa-P-521,keygen-cyc-mean,562775.2
ecdsa-P-521,keygen-persec,96.1
ecdsa-P-521,sign-iters,2000
ecdsa-P-521,sign-wall-median-ns,11015722.0
ecdsa-P-521,sign-wall-mean-ns,11019592.1
ecdsa-P-521,sign-wall-std-ns,45167.8
ecdsa-P-521,sign-wall-p95-ns,11028333.0
ecdsa-P-521,sign-wall-p99-ns,11100852.0
ecdsa-P-521,sign-wall-ci95lo-ns,11017612.6
ecdsa-P-521,sign-wall-ci95hi-ns,11021571.7
ecdsa-P-521,sign-cyc-median,594839.0
ecdsa-P-521,sign-cyc-mean,595048.3
ecdsa-P-521,sign-persec,90.8
ecdsa-P-521,verify-iters,2000
ecdsa-P-521,verify-wall-median-ns,8269000.0
ecdsa-P-521,verify-wall-mean-ns,8295541.2
ecdsa-P-521,verify-wall-std-ns,126179.4
ecdsa-P-521,verify-wall-p95-ns,8360463.0
ecdsa-P-521,verify-wall-p99-ns,9021815.0
ecdsa-P-521,verify-wall-ci95lo-ns,8290011.2
ecdsa-P-521,verify-wall-ci95hi-ns,8301071.3
ecdsa-P-521,verify-cyc-median,446516.0
ecdsa-P-521,verify-cyc-mean,447949.0
ecdsa-P-521,verify-persec,120.9
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,93018.0
ecdh-P-256,keygen-wall-mean-ns,93484.9
ecdh-P-256,keygen-wall-std-ns,3933.1
ecdh-P-256,keygen-wall-p95-ns,93981.0
ecdh-P-256,keygen-wall-p99-ns,105241.0
ecdh-P-256,keygen-wall-ci95lo-ns,93241.1
ecdh-P-256,keygen-wall-ci95hi-ns,93728.7
ecdh-P-256,keygen-cyc-median,5014.0
ecdh-P-256,keygen-cyc-mean,5039.7
ecdh-P-256,keygen-persec,10750.6
ecdh-P-256,derive-iters,2000
ecdh-P-256,derive-wall-median-ns,262648.0
ecdh-P-256,derive-wall-mean-ns,263247.6
ecdh-P-256,derive-wall-std-ns,2197.6
ecdh-P-256,derive-wall-p95-ns,270666.0
ecdh-P-256,derive-wall-p99-ns,271852.0
ecdh-P-256,derive-wall-ci95lo-ns,263151.3
ecdh-P-256,derive-wall-ci95hi-ns,263344.0
ecdh-P-256,derive-cyc-median,14178.0
ecdh-P-256,derive-cyc-mean,14209.9
ecdh-P-256,derive-persec,3807.4
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,4019926.0
ecdh-P-384,keygen-wall-mean-ns,4041377.3
ecdh-P-384,keygen-wall-std-ns,91625.9
ecdh-P-384,keygen-wall-p95-ns,4149500.0
ecdh-P-384,keygen-wall-p99-ns,4574074.0
ecdh-P-384,keygen-wall-ci95lo-ns,4035698.2
ecdh-P-384,keygen-wall-ci95hi-ns,4047056.3
ecdh-P-384,keygen-cyc-median,217068.0
ecdh-P-384,keygen-cyc-mean,218226.1
ecdh-P-384,keygen-persec,248.8
ecdh-P-384,derive-iters,2000
ecdh-P-384,derive-wall-median-ns,3964167.0
ecdh-P-384,derive-wall-mean-ns,3974491.8
ecdh-P-384,derive-wall-std-ns,65673.2
ecdh-P-384,derive-wall-p95-ns,3996630.0
ecdh-P-384,derive-wall-p99-ns,4311111.0
